	name	ssn	relationship	leukocyty	trombocyty	erytrocyty	er-cv	smoker	hemoglobin	indicator	hbver	hematokrit	etytr	alt	weight	ast	alp
8648	Joseph Levy	354-65-7636	divoced	5.14092	5.23595	5.67812	31.21530	no	6.32726	1.00000	2.77247	9.54953	6.69478	6.11460	97.40847	48.97743	78.80883
8649	Jonathan Esparza	795-23-5280	married	5.99554	5.64508	5.50045	42.89813	no	4.72371	1.00000	4.98800	5.91971	5.78275	8.59364	125.98435	65.72209	54.90580
8650	Elizabeth Koch	042-61-9695	divoced	4.74179	10.40491	5.59529	54.70749	yes	4.31496	0.00000	8.48043	3.13796	10.60034	8.39733	58.65609	31.46269	31.95106
8651	Mark Williams MD	713-31-2330	divoced	6.82687	7.89203	5.54335	16.35569	Y	7.95322	0.00000	8.27818	4.02828	6.13612	9.80382	34.90255	41.22944	37.47014
8652	Brian Jones	026-93-0431	married	4.98317	7.14778	6.30528	64.91743	no	6.17027	1.00000	4.92603	6.47771	4.85953	9.82715	57.56229	34.77241	84.28172
8653	Jamie Knight DDS	500-06-5980	separated	6.09637	5.38809	4.02390	28.25878	no	5.18324	1.00000	6.26997	7.03805	3.96407	6.46405	60.81812	40.61377	70.12394
8654	David Brown	043-62-3658	nop	6.27297	6.40154	6.48883	37.56593	no	3.96585	1.00000	2.08401	7.25268	5.55577	8.07041	112.79586	27.91571	24.16156
8655	Christina Hanna	749-61-3462	divoced	5.39696	5.69569	4.63837	54.65617	N	4.23902	1.00000	5.41857	7.52687	4.31785	7.15571	92.61360	37.38193	34.78651
8656	Jasmine Myers	060-87-9290	widowed	4.93855	5.03584	7.94799	28.32726	yes	5.54257	1.00000	4.95637	7.40638	4.23074	17.73088	66.46736	47.19344	72.88568
8657	Randy Allen	578-50-1971	married	7.67669		6.62347	65.02384	yes	5.50143	1.00000	3.28257	6.10649	6.47584	11.11616	113.94079	72.27832	76.89799
8658	Jason Hernandez	011-44-5786	widowed	5.32809	5.17266	6.09488	45.23071	yes	3.82579	0.00000	5.57739	7.35980	6.66314	10.11832	54.63306	37.84671	23.15400
8659	Jeremy Duran	318-22-7688	single	7.09874	4.12652	6.07432	52.70933	no	5.21415	1.00000	5.95446	5.74486	3.22310	9.30047	14.43636	49.44873	62.88326
8660	Ms. Amber Herrera	561-77-6626	single	4.79468	7.72075	5.79567	43.07432	no	6.61499	0.00000	7.25776	4.71745	4.58556	9.88553	47.15314	33.04352	81.23508
8661	Kenneth Rogers	563-79-8128	married	5.23031	3.80182	5.17504	48.88086	no	4.82693	1.00000	3.44504	7.23794	5.34649	8.89255	98.13342	44.92055	55.02390
8662	Sarah Ashley	671-12-6617	widowed	7.67255	4.63322	6.18776	45.17265	no	5.94803	1.00000	5.98375	6.28478	4.92930	10.61661	64.14706	33.89620	81.88872
8663	Michele Collins	613-42-0380	married	4.29221	4.87796	6.45929	15.35335	Y	5.52200	0.00000	6.62167	7.08721	6.67601	10.40543	109.90807	44.86370	73.00806
8664	Kyle Robinson	042-47-0420	divoced	6.74111	6.56678	5.71857	36.55837	no	5.08088	1.00000	1.75952	5.70255	7.41183	8.83944	64.61362	66.82959	58.28423
8665	Emma Perez	567-16-6663	divoced	5.61584	3.37413	4.95567	63.33009	no	7.63587	1.00000	4.28931	6.69295	4.28819	6.95460	75.22020	41.90537	65.07148
8666	Jennifer Maxwell	144-08-2296	married	5.76055	8.04653	3.69170	49.29734	no	5.15667	1.00000	2.95837	7.46343	4.58051	11.19113	55.28416	29.85589	69.34438
8667	Christina York	507-75-7184	divoced	7.17648	3.01365	5.96768	51.91643	no	4.51539	1.00000	1.85797	7.50307	5.38901	6.14743	57.40291	35.70508	42.24964
8668	Christopher Decker	812-65-3666	single	6.19275	5.50040	4.99666	23.67581	no	5.50385	1.00000	4.97298	5.80677	6.10393	6.27986	106.56290	42.04305	70.22957
8669	Ryan Parker	146-52-6482	divoced	5.60059	3.90379	6.57702	56.76626	no	6.26470	1.00000	3.83898	6.85057	5.65920	9.84605	50.93084	45.87831	86.75093
8670	Amber Wilson	872-16-6077	nop	5.07640	6.96528	4.53859	42.89823	no	6.94849	0.00000	8.37838	4.18430	5.54130	10.08373	10.85006	34.74250	78.13452
8671	Jessica Cabrera	105-78-9028	married	6.50797	6.34465	4.89305	44.36001	yes	6.19365	1.00000	4.47658	6.47498	5.81342	9.73904	72.07441	28.00374	89.83157
8672	Alan Berger	054-50-4763	widowed	5.18213	5.59561	7.16965	34.16573	yes	5.53479	0.00000	6.81220	5.70079	3.11736	12.85057	89.28174	58.17851	77.71256
8673	Melissa Duncan	806-43-9522	separated	4.86178	5.82418	7.14202	44.16704	no	5.06351	1.00000	6.53191	6.26931	3.83478	9.32037	77.63672	53.49167	61.79438
8674	Derek Gomez	063-11-1019	divoced	6.49753	6.84309	5.15794	39.45278	N	6.30106	1.00000	7.19335	8.08386	2.75352	7.87358	85.78999	49.36710	84.36291
8675	Raymond Hall	615-42-5878	married	5.09547	8.47740	6.47793	21.83632	no	6.00983	0.00000	5.94500	5.61655	7.29961	7.91661	45.79560	56.52443	89.16518
8676	Earl Brown	481-65-0377	nop	4.29166	4.72761	7.36371	25.50511	no	4.72576	0.00000	8.69180	6.19829	3.53465	15.56298	83.50651	40.89286	56.44122
8677	Denise Stanton	007-23-9366	nop	4.09737	4.57380	6.14425	40.57950	no	6.97159	1.00000	3.74047	8.55659	5.52785	7.56645	119.91394	55.47868	78.09075
8678	James Bird	133-82-3774	married	6.54112	7.53912	5.89914	47.42475	N	4.06235	0.00000	8.29119	3.72976	5.61633	7.43858	96.50741	41.62780	32.09833
8679	Michael Leach	421-62-2121	married	6.24987	8.56174	6.27849	47.44122	no	4.28792	0.00000	6.38568	4.51143	4.99848	6.54145	70.38702	32.26782	27.64901
8680	Jason Marsh	324-03-8844	married	4.88229	3.90002	6.30398	45.47708	no	5.62033	1.00000	4.82247	6.75215	5.13725	9.37476	105.93018	35.85781	78.44805
8681	Theresa Bennett	871-09-3393	separated	6.05362	9.09056	7.69848	47.86953	Y	6.30393	1.00000	6.63660	9.00520	2.48711	14.64534	92.95778	51.39074	84.86212
8682	Elizabeth Brown	742-67-0701	divoced	4.98065	5.28975	4.46291	32.80630	no	6.81194	1.00000	4.08863	8.14276	6.23964	4.58920	70.56829	49.00984	80.13530
8683	John May	069-38-7317	divoced	8.07779	5.00998	4.02668	58.21544	Y	5.90758	1.00000	6.85740	5.67633	3.40274	9.35648	114.39724	56.21020	83.50830
8684	Samuel Davis	051-02-9112	widowed	6.41231	5.57481	6.40348	29.55600	no	7.09232	0.00000	7.35708	7.51887	5.32172	9.48599	107.42932	36.77942	78.31146
8685	Jeremy Allen	701-97-1419	married	5.98708	9.99017	6.13858	30.87731	Y	7.75107	0.00000	7.55889	3.48174	8.06615	5.28557	76.56507	51.74207	48.23698
8686	Tara Taylor	695-85-8789	separated	6.94694	6.01079	5.77692	56.92434	no	5.62016	1.00000	4.83386	7.47217	4.45839	8.14768	84.19104	57.00854	72.85858
8687	Sandra Goodwin	443-73-9997	married	6.52488	5.31742	6.27493	53.13171	no	6.09311	1.00000	5.20883	7.39125	5.74060	11.84967	89.24958	39.96209	85.24551
8688	Jessica Cooley	862-88-9143	divoced	5.60134	6.55055	6.81828	26.97542	Y	7.19740	1.00000	5.26519	8.84858	4.97060	11.91773	93.47074	50.66096	78.09862
8689	Michael Rogers DDS	008-56-5718	married	4.98528	7.79607	5.71735	43.16312	yes	4.10054	0.00000	6.26972	4.93588	6.23593	9.69427	27.88454	38.32845	30.01450
8690	Kristina Williams	744-44-7947	divoced	8.09012	6.74007	6.55123	52.88121	N	6.02935	1.00000	1.89206	6.70000	6.59183	8.49138	111.01833	49.85743	91.68008
8691	Kevin Goodwin	423-47-1883	separated	5.56303	5.02975	6.85703	46.14845	no	5.31144	0.00000	7.55798	5.81047	3.88515	10.81749	58.34586	55.65939	72.68763
8692	Dr. Michael Dunn Jr.	768-29-9558	separated	6.41360	5.83893	3.67665	48.90844	yes	5.44296	0.00000	8.26491	4.72389	4.12433	7.65294	94.14156	40.67263	78.02068
8693	Michele Dixon	366-40-0655	widowed	7.08560	4.60824	7.01976	44.14697	yes	5.53398	0.00000	7.43841	6.35560	2.28457	6.74430	84.51501	43.39702	76.43752
8694	Michael Lopez	560-02-1607	married	5.33016	5.45406	5.63534	43.26898	no	6.71953	1.00000	4.35983	8.20360	5.10361	8.82846	107.96002	49.72183	79.45829
8695	Thomas Copeland	367-18-7227	single	4.98166	7.36609	5.95230	49.96574	yes	5.57539	1.00000	0.93968	8.05459	5.34492	8.49226	36.26111	46.49414	82.98025
8696	John Henry	106-75-8227	nop	6.32172	5.83209	4.92999	44.76428	N	4.65647	1.00000	5.57884	7.86631	4.70882	9.35148	34.51893	43.84457	48.14459
8697	Heather Sanchez	897-31-6925	divoced	7.72422	4.71611	6.09440	43.47754	no	8.43827	1.00000	5.32045	7.02792	5.04093	8.69547	68.34284	35.30269	32.93402
8698	Matthew Howard	779-75-2826	divoced	5.84049	5.40023	5.96876	39.31746	N	5.74600	1.00000	5.31037	6.63937	4.50244	7.34926	46.91201	58.92225	84.48698
8699	Matthew Grant	536-14-3458	single	5.36898	7.36962	4.42335	48.27018	no	2.99546	0.00000	6.72832	4.59448	4.86332	8.28480	58.25896	42.80511	11.02634
8700	Larry Hodges	168-67-7295	married	4.80076	5.31689	6.17288	22.34338	no	7.31270	0.00000	6.47723	7.82449	7.02809	10.84779	93.36489	37.30800	71.44387
8701	Nichole Daniels	210-32-9356	nop	5.96292	8.28378	5.85998	30.94696	yes	7.02417	1.00000	5.20462	7.72408	4.04290	7.45399	0.92851	32.33759	79.56948
8702	Wendy Ramsey	178-42-7979	single	4.48848	6.63546	6.02582	40.46814	yes	6.11487	0.00000	8.38414	4.30955	5.68420	9.52015	23.95255	57.17693	89.37833
8703	Crystal Clarke	500-76-8731	divoced	7.64122	5.08170	5.86513	37.22026	yes	6.25646	0.00000	5.67977	6.69841	5.82297	10.19446	101.22418	43.31731	83.85479
8704	Cynthia Becker	221-12-3537	widowed	6.61771	7.73890	7.19892	52.59973	yes	7.93884	1.00000	4.16863	7.18499	4.97513	12.05853	51.02918	58.83825	46.48782
8705	Daisy Acosta	129-65-9310	divoced	6.75584	4.32070	6.35697	51.25716	N	6.14408	0.00000	4.43490	6.71512	4.82700	10.73437	58.96752	76.90651	85.14307
8706	Dr. Nicole Powell	295-57-9273	single	6.66060	4.06555	5.46090	22.68651	N	4.89424	0.00000	6.32099	7.77390	5.01603	8.56027	54.07557	61.45281	57.09078
8707	Willie Fletcher	299-27-6914	married	6.10131	4.24282	5.06457	33.75631	Y	5.34822	0.00000	6.57775	7.83555	4.08582	6.53103	66.82290	40.15093	74.57775
8708	Bryce Travis	504-63-2906	divoced	4.89606	3.80827	6.52094	31.68979	yes	6.21388	0.00000	7.76865	7.23679	3.54426	12.38319	69.40345	36.62206	88.87514
8709	Nicholas Clark	058-87-9829	single	6.54655	4.76358	5.90688	40.18172	no	5.04511	1.00000	3.51398	7.87795	5.27686	9.11251	95.00471	62.24554	66.39519
8710	Jon King	154-18-1455	divoced	4.05978	4.81054	6.94926	21.35125	Y	5.10898	0.00000	6.36436	6.45441	5.26104	12.80608	28.13945	44.68790	63.84008
8711	Heather Sutton	406-19-1844	divoced	6.67967	6.92520	6.57180	51.71683	no	6.17281	0.00000	8.32412	4.92870	3.88226	12.01198	60.79969	47.03292	94.01240
8712	Meghan Jackson	899-82-9733	separated	6.22893	5.32705	7.93314	44.24042	yes	6.73793	1.00000	5.24579	7.64909	5.11947	19.60690	64.18668	19.92036	84.47455
8713	Laura Moody	678-25-8199	married	6.97399	8.94051	4.89093	64.67465	N	4.99991	0.00000	7.34041	4.34231	6.24394	8.48342	25.58549	58.07122	63.87569
8714	Melanie Rodgers	795-63-5219	separated	7.60062	6.54041	5.85297	47.42208	no	5.17321	1.00000	3.72486	7.10195	5.56765	5.88781	91.40533	40.65707	67.07196
8715	Kyle Weeks	255-78-8797	separated	6.96837	4.46673	5.58785	52.64234	yes	7.00327	0.00000	5.23035	7.57742	5.36917	9.56846	41.53745	38.42710	80.53981
8716	Philip Price	130-19-0882	nop	6.92391	6.36840	6.01115	73.29299	yes	5.97223	1.00000	4.06329	6.30009	5.48652	9.73835	98.59889	61.18492	86.23630
8717	David Riley	041-37-5370	divoced	5.38879	6.75784	7.40064	56.53440	Y	6.53738	1.00000	5.23152	6.28736	5.94162	15.89775	3.62304	36.29832	86.64303
8718	Rachel Barnes	278-15-8397	married	5.26475	6.57702	6.60222	58.65759	yes	6.18436	1.00000	3.35632	6.93079	5.00818	13.41249	23.66965	46.17365	96.06840
8719	Charles Long	163-01-3673	married	6.06137	7.81001	5.84567	34.66321	no	5.82679	0.00000	4.94123	8.80815	3.48232	9.09152	123.33914	45.92250	89.14311
8720	Kendra Grant	271-27-5671	married	6.98954	7.46477		50.49734	Y	7.95183	0.00000	7.73607	4.77525	4.76577	13.18488	66.85870	46.69112	39.06396
8721	Gina Lin	851-88-1496	married	6.81313	7.68423	6.24575	51.14979	yes	5.97961	1.00000	4.40669	6.36642	5.30070	11.78515	59.05782	53.80577	84.94257
8722	Angela Harding	059-52-3299	single	6.50879	6.09986	5.85529	25.76702	no	3.71365	0.00000	6.40792	4.57845	2.23112	6.38581	64.79036	68.09971	15.10767
8723	Amy Wilkins	571-73-1176	divoced	6.02934	4.44165	5.28176	55.37529	no	6.11258	1.00000	3.98636	8.01127	6.46920	7.90103	15.00566	64.72821	88.39831
8724	Pamela Mcdowell	363-79-1167	divoced	6.85408	4.99010	5.12642	51.91968	no	8.49266	1.00000	4.94332	7.48862	5.18239	10.74233	66.12324	58.48803	19.44594
8725	Lawrence Barron	341-27-6374	single	6.86835	7.70466	4.96760	38.02278	no	6.46163	1.00000	3.42159	8.49230	3.37440	4.48957	112.58326	62.95459	87.64732
8726	Brandon Riley	715-76-1457	married	4.56270	6.94948	5.90830	45.07092	no	3.70553	1.00000	5.78847	6.68633	5.08202	11.40971	65.91091	54.38571	17.21922
8727	Madison Combs	627-86-5462	married	6.31720	5.50740	7.51766	29.18435	N	5.63758	0.00000	9.17932	6.05024	5.20011	13.88763	73.71837	41.69162	77.05891
8728	George Bridges	482-89-4525	single	7.27213	5.74743	5.27312	57.16287	no	6.91707	1.00000	3.20223	9.55353	6.89050	9.46575	83.75258	43.25690	79.76373
8729	Randy Little	738-80-7618	nop	5.47348	3.86024	6.19194	45.65789	Y	5.75864	1.00000	5.29357	5.42738	3.35561	9.72903	126.19751	32.23316	83.57242
8730	Lawrence Harris	738-97-1647	separated	7.62064	9.32759	5.31738	19.00758	no	3.99635	0.00000	6.63829	4.66694	7.23397	10.10067	62.88465	50.37207	26.33012
8731	Todd Morgan DDS	153-76-6352	single	7.21955	7.29895	5.05299	63.68815	Y	7.21765	1.00000	5.15251	7.30027	4.95667	10.54170	53.84527	57.84101	68.03425
8732	Carl Anderson	660-55-2058	married	6.58837	5.78497	5.89314	26.33124	no	7.67630	1.00000	4.63890	8.23902	5.86273	10.20294	41.38328	57.60498	55.76202
8733	Matthew Scott	780-64-5498	single	5.72822	5.54949	5.41285	46.20926	Y	7.33343	1.00000	1.18713	6.20172	5.44276	6.21239	45.60327	52.29362	66.77341
8734	Autumn Kennedy	663-40-7362	married	5.91649	5.06097	5.59142	54.29543	no	5.67490	0.00000	4.54510	5.70459	5.52365	10.62091	93.29725	59.72349	78.88379
8735	Bobby Ramos	164-56-4358	separated	6.99366	7.78608	7.25404	71.80323	no	6.89242	0.00000	9.06401	4.27712	7.28233	12.83337	39.38176	40.10038	84.14068
8736	Benjamin Richard	027-54-7945	married	4.93890	7.63837	6.54368	42.85486	Y	6.53477	1.00000	4.43491	7.62556	3.84639	6.76006	122.10255	56.46681	86.09282
8737	Lisa Hurley	515-87-2307	married	7.25835	8.03236	6.22645	41.50927	Y	6.93530	1.00000	6.40752	8.14898	2.69804	8.33644	20.80650	37.60689	85.68168
8738	Gary Brown	015-03-5164	divoced	3.94927	7.40896	4.82481	42.90334	no	5.40481	0.00000	6.09849	6.78052	4.74083	6.63418	59.64051	40.12011	79.79622
8739	John Greene	866-92-4419	divoced	5.78706	5.12816	5.23537	45.14743	yes	7.73640	0.00000	6.96812	7.29932	3.90306	8.46182	20.74402	46.57230	51.41061
8740	Stephanie Jackson	742-06-7568	divoced	7.43647	4.65392	4.69806	42.87556	no	5.24814	1.00000	6.85212	5.43361	2.03358	11.41239	18.94337	59.09596	71.55707
8741	Kathleen Dominguez	133-46-8906	divoced	5.73065	4.91679	4.82655	49.32951	yes	5.21459	1.00000	7.02218	4.98273	1.96939	8.65392	106.30134	51.16982	69.20337
8742	Amanda Hall	021-25-6049	married	5.82239	4.54046	5.33893	39.02791	Y	4.81760	0.00000	6.78734	8.10648	3.35364	5.63893	37.49174	46.08859	52.09293
8743	Richard Delgado	476-09-6718	married	6.35244	4.86658	5.23534	57.17042	Y	5.35917	1.00000	5.01373	7.11657	4.27968	4.25851	43.34197	78.81337	75.93788
8744	Karen Vincent	154-56-0617	married	5.13881	9.00868	5.44011	48.85603	no	6.16457	0.00000	5.89525	4.95575	4.89637	10.43114	89.72086	36.51232	93.05237
8745	Reginald Watson	745-93-8170	married	7.28628	4.69904	5.24334	37.37078	Y	3.65335	0.00000	6.84811	6.05089	6.01507	7.54688	21.33209	55.79758	21.68962
8746	Amy Duffy	794-12-0196	married	6.64518	7.03195	7.76472	51.80493	yes	7.46890	1.00000	3.90574	7.21511	4.08222	18.46874	39.19336	47.63002	63.00492
8747	Jennifer Day MD	263-43-1918	single	5.73296	5.64520	7.19591	56.52759	no	4.52645	0.00000	7.92487	4.79977	5.59441	13.86697	35.17831	54.94865	40.14589
8748	Jamie Velazquez	017-90-8102	nop	4.45474	4.33252	5.53305	48.05858	yes	5.65908	0.00000	8.24817	9.08786	5.15922	8.95739	28.51527	34.04629	78.92136
8749	Holly White	884-19-1792	single	7.11601	4.92477	4.73397	41.86301	N	6.74317	1.00000	4.68760	7.26982	4.68448	5.89315	117.43108	51.74291	83.82635
8750	Kimberly Brady	016-07-3405	married	6.00301	4.56409	5.27941	37.93933	no	7.46579	0.00000	6.28141	7.30724	3.56352	7.29667	107.52898	52.18842	72.82404
8751	Carrie Adams	333-22-6906	married	6.04852	5.75402	5.92209	52.67202	no	5.34995	1.00000	3.31034	6.45181	5.54235	7.35067	89.37891	57.86479	84.40992
8752	Julie Cochran	674-38-9199	married	6.12424	6.89764	4.91795	46.37233	no	6.79041	1.00000	3.30849	8.41407	3.72721	7.22636	64.91887	54.79786	80.42336
8753	Andrew Fowler	565-91-2824	nop	5.76318	5.79795	6.51165	48.53411	Y	8.20526	0.00000	7.15400	5.12142	2.98368	4.97122	56.48430	40.45423	42.04199
8754	Barbara Greene	595-59-8860	widowed	5.99885	6.29411	5.94000	31.33288	no	6.60828	1.00000	5.99899	7.05889	4.19503	7.37870	141.76787	45.19714	89.25783
8755	Kenneth Mercado	738-23-1288	widowed	4.98401	4.60724	4.87121	25.48914	Y	4.95221	0.00000	7.41188	7.21691	3.74861	4.85891	73.19049	54.53674	61.50589
8756	Jamie Campbell	620-82-3498	widowed	7.01125	3.45231	4.47465	47.35077	no	5.76510	1.00000	3.18978	6.89841	5.20326	13.71330	59.33023	74.85080	76.58530
8757	Nicholas Young	084-61-0575	single	6.79862	5.79580	5.79312	49.08636	Y	7.21194	0.00000	7.80010	5.12193	3.27904	11.36617	-0.47237	63.03005	68.28693
8758	Dakota Lopez	291-81-7545	divoced	6.79198	4.43218	7.33047	42.88612	Y	8.34820	1.00000	5.23031	6.32365	3.29056	16.86555	117.46331	17.49291	30.39679
8759	Barbara Manning	508-34-1299	separated	4.82405	5.23000	5.80913	39.57545	yes	6.52814	1.00000	5.38055	7.62025	5.28662	10.48433	90.79043	54.45262	93.74231
8760	Lisa Williams	653-44-6064	separated	5.75260	4.31587	5.63801	40.84283	no	7.11515	0.00000	6.36247	8.11777	5.28060	8.40735	102.12481	43.72992	68.68823
8761	Ryan Murphy	423-92-9268	single	5.94651	4.76180	6.57046	44.19757	no	6.33515	1.00000	5.22802	6.46687	4.42265	8.31447	94.58585	57.92596	85.53508
8762	Paul Velez	536-54-7483	single	4.69178	5.89021	4.91689	49.85275	no	6.63378	1.00000	3.01301	5.26525	6.60932	7.68061	14.67600	60.18717	78.98438
8763	Adrian Garcia DDS	217-53-6402	nop	6.98503	6.49573	5.40463	38.84200	N	4.22179	0.00000	9.30234	3.37339	6.45199	9.10520	110.37780	69.93786	31.98785
8764	Joy Williams	243-36-4088	separated	6.35037	3.90427	6.33613	60.82960	yes	4.80154	1.00000	6.20926	5.23528	3.24268	9.16498	50.82909	32.75373	51.81036
8765	Tara Lane	819-59-3461	divoced	6.58705	7.22578	4.55308	47.57126	Y	6.49100	1.00000	5.53961	6.48551	5.16185	8.20131	119.25806	47.69676	87.25353
8766	Adam Anderson II	068-07-9332	divoced	5.92158	5.31542	8.28804	34.91746	no	5.00697	0.00000	5.94456	6.80751	3.14096	27.37369	56.65296	54.97393	54.76613
8767	Victor Lee	300-97-6116	married	5.68953	5.21482	6.27432	41.15937	yes	3.81492	0.00000	6.01841	5.39581	1.69897	8.33401	-9.03650	55.84553	23.35526
8768	Tyler Davis	599-41-0017	single	7.19699	5.83795	5.87188	73.21898	no	5.22372	1.00000	4.94334	7.77594	4.44367	5.37066	126.49171	16.49574	68.81820
8769	Jeremy Sloan	002-90-1545	single	5.51469	6.59579	7.16182	49.41003	no	5.48682	1.00000	3.79757	6.52082	5.22336	14.14932	128.44938	48.76923	78.13246
8770	Wendy Salazar	678-84-1191	married	5.31253	6.76235	5.84970	48.36061	yes	6.77736	0.00000	8.28047	4.49042	4.83027	8.40502	29.25347	46.00600	79.12987
8771	Destiny Salinas	114-26-0783	divoced	7.33423	7.68292	5.72874	45.04821	no	5.85716	1.00000	4.83645	5.76737	5.76525	11.17706	117.77737	44.20422	84.01937
8772	Dr. Cory Cain	318-03-8408	separated	6.87598	7.80795	6.50819	49.80922	no	6.81806	1.00000	5.02218	7.20896	4.55565	12.58165	42.28613	54.43894	76.56596
8773	Rhonda Sanchez	846-79-1332	divoced	6.86611	6.52153	5.60792	51.15982	no	5.20963	1.00000	3.46717	8.47764	3.93389	9.40476	88.45049	43.07337	69.54521
8774	Tracy Bradley	217-54-0451	widowed	4.71025	5.80219	5.28797	46.75852	Y	4.34608	1.00000	7.40128	5.61094	2.24104	7.21701	44.32765	39.68498	42.05975
8775	Chad Rogers	480-60-3837	divoced	7.10507	5.44177	5.61951	30.94235	N	6.04761	1.00000	4.21897	8.89477	6.54293	4.98578	31.61306	37.93440	90.33269
8776	Walter Walsh	649-12-0757	divoced	7.66260	4.35193	4.81408	64.66177	no	7.71805	1.00000	5.50722	6.01868	4.03484	6.48537	60.16267	51.72691	50.20841
8777	Alexa Webb	626-02-1833	single	5.58722	8.62725	6.30404	38.33263	no	6.48763	1.00000	5.50636	8.44460	2.36788	10.95900	49.53001	61.43596	80.50507
8778	Tracy Brown	397-75-0676	nop	5.56040	5.61351	4.90785	47.43143	no	6.06074	1.00000	3.58329	5.14285	6.56792	7.97966	100.69705	31.59265	90.52038
8779	Susan Larsen	870-78-8784	separated	6.19925	4.03446	7.79888	52.16646	no	5.89145	1.00000	6.39841	4.69900	3.04368	19.32374	77.74142	51.57546	84.59136
8780	Cathy Johnson	262-38-1468	divoced	5.80605	7.45933	6.56615	50.87625	Y	4.30757	0.00000	7.13555	4.72567	4.19784	8.54473	92.35829	46.94697	37.30517
8781	Anthony Ward	058-82-9606	separated	5.64414	4.63428	4.46128	34.86320	no	6.08152	0.00000	6.89299	7.24944	5.58954	4.41768	69.18464	40.46315	91.76967
8782	Peter Rodriguez	586-23-3017	married	5.93037	9.19329	5.01707	48.85654	no	6.34614	1.00000	6.41142	8.82273		1.46884	87.39461	56.90964	87.54719
8783	Sarah Smith	093-18-8295	widowed	6.23921	6.83221	5.31351	54.15006	no	6.20374	1.00000	7.26886	5.56078	6.56829	10.71456	7.64781	39.00418	91.26122
8784	Kimberly Day	551-22-5834	single	6.09074	4.76571	6.51990	36.30827	N	4.74774	0.00000	7.94494	5.63444	4.08378	9.53827	102.36995	34.62191	45.11494
8785	Wendy Fields MD	452-25-0902	widowed	4.52408	7.37181	4.83293	32.24945	N	5.10238	1.00000	5.34794	8.07523	3.72893	8.39410	80.20802	55.53439	68.03891
8786	Kimberly Dawson MD	159-74-5103	married	5.74343	4.92551	6.75583	45.66382	yes	5.68248	1.00000	2.46628	9.59093	7.45447	10.80063	41.13355	20.37712	86.55249
8787	Joseph Fowler	096-63-8619	separated	6.49245	7.13373	6.61701	58.71690	Y	5.79011	1.00000	3.69830	8.16249	4.21528	9.44576	75.30294	45.41429	84.40544
8788	Adam Anderson II	068-07-9332	married	5.75118	6.99212	7.68789	41.06605	no	5.55526	1.00000	4.48279	7.87574	5.23465	17.78706	111.72000	40.06356	75.93297
8789	Michael Mcbride	134-66-0304	separated	6.07930	6.81915	5.59073	39.66635	yes	4.86963	1.00000	5.13842	6.24606	5.70687	8.61179	39.98382	43.26419	56.61115
8790	Matthew Warren	392-45-0299	separated	4.68503	4.26660	5.96641	50.77475	no	7.06925	1.00000	4.83208	6.60320	5.51599	6.60381	83.72993	46.05134	79.26418
8791	Jennifer Calderon	349-10-1808	separated	5.37640	6.92767	5.77457	47.30306	no	5.43496	1.00000	5.62615	7.24965	3.70146	5.52579	109.15079	39.63641	78.32535
8792	Charles Long	163-01-3673	separated	6.80589	7.02126	6.89147	42.60603	yes	7.32619	0.00000	8.33010	4.74418	4.63120	14.46987	30.05678	33.77804	68.31644
8793	John Williams PhD	768-18-5642	divoced	5.40480	4.48299	5.21280	49.13643	no	5.30952	1.00000	5.86670	5.32912	2.66794	5.72296	79.14490	47.56470	71.96242
8794	Edward Reed	405-44-8843	nop	5.52826	4.27881	6.41659	43.49254	Y	5.38646	1.00000	4.72923	6.31939	4.29848	10.95801	59.86094	41.74731	75.68153
8795	Robert Cook	074-18-4754	single	5.90642	5.37421	5.97106	40.93570	Y	4.66759	1.00000	3.93314	7.86308	5.31437	6.09322	91.74489	35.77642	42.58036
8796	Linda Contreras	289-93-6104	single	7.21856	8.33153	5.33053	52.78255	Y	5.93884	1.00000	3.81790	7.59236	3.53455	4.99017	46.31410	41.50582	82.32406
8797	Michele Hawkins	717-88-1763	widowed	5.03447	4.37073	5.88617	43.54821	no	7.75632	0.00000	5.66914	8.60946	3.26545	3.69096	83.48624	46.83079	51.11366
8798	Penny Medina	413-75-6818	separated	5.87323	3.98070	6.09054	37.53710	N	5.52954	1.00000	3.79694	7.22110	4.95607	5.68724	36.87415	29.43389	75.83898
8799	Andrew Jimenez	338-31-4785	divoced	5.62240	6.67286	5.84243	44.30048	Y	5.55658	1.00000	4.50307	7.01084	5.93205	9.06179	31.94399	45.82152	80.58285
8800	Kevin Wiley	545-06-2197	divoced	5.58080	4.44848	6.27346	74.25443	no	4.49871	0.00000	7.32424	5.76264	0.48054	10.83431	81.72153	43.51779	43.34348
8801	Claire Logan	122-60-4918	married	8.28645	3.65377	6.61124	41.90663	Y	6.46822	0.00000	5.53937	8.41307	5.91001	15.81801	79.29196	51.00671	86.26557
8802	Emma Beard	609-43-9441	married	5.14733	6.30164	5.92401	60.95012	no		1.00000	4.54882	6.87887	4.50830	6.82134	113.64797	57.55676	80.41697
8803	Eric Combs	823-99-3126	divoced	3.70162	3.97618	6.85330	57.42215	no	6.58284	1.00000	4.94275	5.83665	4.01254	10.76102	73.33006	49.66775	82.75323
8804	Angela Jones	855-90-5905	nop	5.57651	4.51032	3.96864	48.90516	no	5.68432	0.00000	6.44549	7.36834	2.52996	4.94513	154.87856	21.28384	82.94118
